model,task,layer,seed,val_auroc,test_auroc,pert_auroc,reph_auroc,test_acc,test_f1,test_ece,test_brier
gpt2,truthfulqa_mc,10,44,0.4833984375,0.6472962066182405,0.5698143664245359,0.5690072639225182,0.7375,0.4878048780487805,0.2334518748718532,0.23836136923865664
gpt2,truthfulqa_mc,11,42,0.43359375,0.6263115415657787,0.5520581113801453,0.5076674737691687,0.6875,0.3902439024390244,0.26802753470269125,0.27642834557067053
gpt2,truthfulqa_mc,11,43,0.43359375,0.6263115415657787,0.5520581113801453,0.5076674737691687,0.6875,0.3902439024390244,0.26802753470269125,0.27642834557067053
gpt2,truthfulqa_mc,11,44,0.43359375,0.6263115415657787,0.5520581113801453,0.5076674737691687,0.6875,0.3902439024390244,0.26802753470269125,0.27642834557067053
gpt2_medium,tomi_nli,0,42,0.48046875,0.4784240150093808,0.5179028132992327,0.5301587301587302,0.475,0.4878048780487805,0.3805059755759709,0.4047338815274629
gpt2_medium,tomi_nli,0,43,0.48046875,0.4784240150093808,0.5179028132992327,0.5301587301587302,0.475,0.4878048780487805,0.3805059755759709,0.4047338815274629
gpt2_medium,tomi_nli,0,44,0.48046875,0.4784240150093808,0.5179028132992327,0.5301587301587302,0.475,0.4878048780487805,0.3805059755759709,0.4047338815274629
gpt2_medium,tomi_nli,1,42,0.4244791666666667,0.474671669793621,0.6182864450127876,0.5,0.4875,0.5060240963855421,0.3982511629945117,0.4077947158182537
gpt2_medium,tomi_nli,1,43,0.4244791666666667,0.474671669793621,0.6182864450127876,0.5,0.4875,0.5060240963855421,0.3982511629945117,0.4077947158182537
gpt2_medium,tomi_nli,1,44,0.4244791666666667,0.474671669793621,0.6182864450127876,0.5,0.4875,0.5060240963855421,0.3982511629945117,0.4077947158182537
gpt2_medium,tomi_nli,2,42,0.4869791666666667,0.43214509068167606,0.540920716112532,0.5,0.3875,0.3950617283950617,0.4959351980602303,0.46999997737189175
gpt2_medium,tomi_nli,2,43,0.4869791666666667,0.43214509068167606,0.540920716112532,0.5,0.3875,0.3950617283950617,0.4959351980602303,0.46999997737189175
gpt2_medium,tomi_nli,2,44,0.4869791666666667,0.43214509068167606,0.540920716112532,0.5,0.3875,0.3950617283950617,0.4959351980602303,0.46999997737189175
gpt2_medium,tomi_nli,3,42,0.5305989583333333,0.4959349593495935,0.632992327365729,0.5,0.5,0.48717948717948717,0.36565440586873355,0.3915970646268776
gpt2_medium,tomi_nli,3,43,0.5305989583333333,0.4959349593495935,0.632992327365729,0.5,0.5,0.48717948717948717,0.36565440586873355,0.3915970646268776
gpt2_medium,tomi_nli,3,44,0.5305989583333333,0.4959349593495935,0.632992327365729,0.5,0.5,0.48717948717948717,0.36565440586873355,0.3915970646268776
gpt2_medium,tomi_nli,4,42,0.5592447916666667,0.5046904315196998,0.5332480818414322,0.5,0.525,0.5,0.38361208291974513,0.41044412082211446
gpt2_medium,tomi_nli,4,43,0.5592447916666667,0.5046904315196998,0.5332480818414322,0.5,0.525,0.5,0.38361208291974513,0.41044412082211446
gpt2_medium,tomi_nli,4,44,0.5592447916666667,0.5046904315196998,0.5332480818414322,0.5,0.525,0.5,0.38361208291974513,0.41044412082211446
gpt2_medium,tomi_nli,5,42,0.5716145833333334,0.5046904315196998,0.5677749360613811,0.5,0.5625,0.5333333333333333,0.3721879567858468,0.386887504576495
gpt2_medium,tomi_nli,5,43,0.5716145833333334,0.5046904315196998,0.5677749360613811,0.5,0.5625,0.5333333333333333,0.3721879567858468,0.386887504576495
gpt2_medium,tomi_nli,5,44,0.5716145833333334,0.5046904315196998,0.5677749360613811,0.5,0.5625,0.5333333333333333,0.3721879567858468,0.386887504576495
gpt2_medium,tomi_nli,6,42,0.5690104166666666,0.4596622889305816,0.5505115089514067,0.5,0.4625,0.4691358024691358,0.3653601971139119,0.4036253389647042
gpt2_medium,tomi_nli,6,43,0.5690104166666666,0.4596622889305816,0.5505115089514067,0.5,0.4625,0.4691358024691358,0.3653601971139119,0.4036253389647042
gpt2_medium,tomi_nli,6,44,0.5690104166666666,0.4596622889305816,0.5505115089514067,0.5,0.4625,0.4691358024691358,0.3653601971139119,0.4036253389647042
gpt2_medium,tomi_nli,7,42,0.560546875,0.44840525328330205,0.4603580562659847,0.5,0.4375,0.4155844155844156,0.4390756406989018,0.4336119047068713
gpt2_medium,tomi_nli,7,43,0.560546875,0.44840525328330205,0.4603580562659847,0.5,0.4375,0.4155844155844156,0.4390756406989018,0.4336119047068713
gpt2_medium,tomi_nli,7,44,0.560546875,0.44840525328330205,0.4603580562659847,0.5,0.4375,0.4155844155844156,0.4390756406989018,0.4336119047068713
gpt2_medium,tomi_nli,8,42,0.6269531249999999,0.47904940587867423,0.48209718670076723,0.5,0.5,0.47368421052631576,0.3702199144032249,0.40769477540355803
gpt2_medium,tomi_nli,8,43,0.6269531249999999,0.47904940587867423,0.48209718670076723,0.5,0.5,0.47368421052631576,0.3702199144032249,0.40769477540355803
gpt2_medium,tomi_nli,8,44,0.6269531249999999,0.47904940587867423,0.48209718670076723,0.5,0.5,0.47368421052631576,0.3702199144032249,0.40769477540355803
gpt2_medium,tomi_nli,9,42,0.541015625,0.4709193245778612,0.4750639386189258,0.5,0.4625,0.410958904109589,0.4191318670690184,0.4368268076354063
gpt2_medium,tomi_nli,9,43,0.541015625,0.4709193245778612,0.4750639386189258,0.5,0.4625,0.410958904109589,0.4191318670690184,0.4368268076354063
gpt2_medium,tomi_nli,9,44,0.541015625,0.4709193245778612,0.4750639386189258,0.5,0.4625,0.410958904109589,0.4191318670690184,0.4368268076354063
gpt2_medium,tomi_nli,10,42,0.6536458333333334,0.4377736085053158,0.47698209718670076,0.5314285714285714,0.4875,0.4533333333333333,0.4723407232991429,0.4652194203212173
gpt2_medium,tomi_nli,10,43,0.6536458333333334,0.4377736085053158,0.47698209718670076,0.5314285714285714,0.4875,0.4533333333333333,0.4723407232991429,0.4652194203212173
gpt2_medium,tomi_nli,10,44,0.6536458333333334,0.4377736085053158,0.47698209718670076,0.5314285714285714,0.4875,0.4533333333333333,0.4723407232991429,0.4652194203212173
gpt2_medium,tomi_nli,11,42,0.59375,0.3871169480925578,0.4948849104859335,0.506984126984127,0.3875,0.3950617283950617,0.49743744456058747,0.49762502308781437
gpt2_medium,tomi_nli,11,43,0.59375,0.3871169480925578,0.4948849104859335,0.506984126984127,0.3875,0.3950617283950617,0.49743744456058747,0.49762502308781437
gpt2_medium,tomi_nli,11,44,0.59375,0.3871169480925578,0.4948849104859335,0.506984126984127,0.3875,0.3950617283950617,0.49743744456058747,0.49762502308781437
gpt2_medium,tomi_nli,12,42,0.57421875,0.4365228267667292,0.47186700767263423,0.46888888888888886,0.4625,0.4819277108433735,0.4440872599949277,0.4621518345209055
gpt2_medium,tomi_nli,12,43,0.57421875,0.4365228267667292,0.47186700767263423,0.46888888888888886,0.4625,0.4819277108433735,0.4440872599949277,0.4621518345209055
gpt2_medium,tomi_nli,12,44,0.57421875,0.4365228267667292,0.47186700767263423,0.46888888888888886,0.4625,0.4819277108433735,0.4440872599949277,0.4621518345209055
gpt2_medium,tomi_nli,13,42,0.57421875,0.41588492808005,0.448849104859335,0.5212698412698413,0.4,0.3684210526315789,0.4774091918435814,0.4822863785879939
gpt2_medium,tomi_nli,13,43,0.57421875,0.41588492808005,0.448849104859335,0.5212698412698413,0.4,0.3684210526315789,0.4774091918435814,0.4822863785879939
gpt2_medium,tomi_nli,13,44,0.57421875,0.41588492808005,0.448849104859335,0.5212698412698413,0.4,0.3684210526315789,0.4774091918435814,0.4822863785879939
gpt2_medium,tomi_nli,14,42,0.57421875,0.45528455284552843,0.4827365728900256,0.4082539682539682,0.4375,0.4,0.4574210916448286,0.44953042238827406
gpt2_medium,tomi_nli,14,43,0.57421875,0.45528455284552843,0.4827365728900256,0.4082539682539682,0.4375,0.4,0.4574210916448286,0.44953042238827406
gpt2_medium,tomi_nli,14,44,0.57421875,0.45528455284552843,0.4827365728900256,0.4082539682539682,0.4375,0.4,0.4574210916448286,0.44953042238827406
gpt2_medium,tomi_nli,15,42,0.5774739583333334,0.49280800500312694,0.49040920716112535,0.419047619047619,0.4875,0.4383561643835616,0.38115465217035394,0.4126154880530196
gpt2_medium,tomi_nli,15,43,0.5774739583333334,0.49280800500312694,0.49040920716112535,0.419047619047619,0.4875,0.4383561643835616,0.38115465217035394,0.4126154880530196
gpt2_medium,tomi_nli,15,44,0.5774739583333334,0.49280800500312694,0.49040920716112535,0.419047619047619,0.4875,0.4383561643835616,0.38115465217035394,0.4126154880530196
gpt2_medium,tomi_nli,16,42,0.59765625,0.5372107567229518,0.4686700767263427,0.3853968253968254,0.4875,0.4383561643835616,0.3854899377500375,0.4026273612861937
gpt2_medium,tomi_nli,16,43,0.59765625,0.5372107567229518,0.4686700767263427,0.3853968253968254,0.4875,0.4383561643835616,0.3854899377500375,0.4026273612861937
gpt2_medium,tomi_nli,16,44,0.59765625,0.5372107567229518,0.4686700767263427,0.3853968253968254,0.4875,0.4383561643835616,0.3854899377500375,0.4026273612861937
gpt2_medium,tomi_nli,17,42,0.5813802083333333,0.48843026891807384,0.5230179028132993,0.36444444444444446,0.525,0.4722222222222222,0.3926697407575161,0.411917714929601
gpt2_medium,tomi_nli,17,43,0.5813802083333333,0.48843026891807384,0.5230179028132993,0.36444444444444446,0.525,0.4722222222222222,0.3926697407575161,0.411917714929601
gpt2_medium,tomi_nli,17,44,0.5813802083333333,0.48843026891807384,0.5230179028132993,0.36444444444444446,0.525,0.4722222222222222,0.3926697407575161,0.411917714929601
gpt2_medium,tomi_nli,18,42,0.6165364583333333,0.48092557848655404,0.5223785166240409,0.39492063492063495,0.5375,0.5066666666666667,0.3897422973680653,0.41005207664509263
gpt2_medium,tomi_nli,18,43,0.6165364583333333,0.48092557848655404,0.5223785166240409,0.39492063492063495,0.5375,0.5066666666666667,0.3897422973680653,0.41005207664509263
gpt2_medium,tomi_nli,18,44,0.6165364583333333,0.48092557848655404,0.5223785166240409,0.39492063492063495,0.5375,0.5066666666666667,0.3897422973680653,0.41005207664509263
gpt2_medium,tomi_nli,19,42,0.5716145833333333,0.5021888680425266,0.5044757033248082,0.4584126984126984,0.475,0.43243243243243246,0.42507368952033736,0.4076102949185049
gpt2_medium,tomi_nli,19,43,0.5716145833333333,0.5021888680425266,0.5044757033248082,0.4584126984126984,0.475,0.43243243243243246,0.42507368952033736,0.4076102949185049
gpt2_medium,tomi_nli,19,44,0.5716145833333333,0.5021888680425266,0.5044757033248082,0.4584126984126984,0.475,0.43243243243243246,0.42507368952033736,0.4076102949185049
gpt2_medium,tomi_nli,20,42,0.560546875,0.5003126954346466,0.49232736572890023,0.4584126984126984,0.5,0.4444444444444444,0.35304695077305087,0.39239596362155177
gpt2_medium,tomi_nli,20,43,0.560546875,0.5003126954346466,0.49232736572890023,0.4584126984126984,0.5,0.4444444444444444,0.35304695077305087,0.39239596362155177
gpt2_medium,tomi_nli,20,44,0.560546875,0.5003126954346466,0.49232736572890023,0.4584126984126984,0.5,0.4444444444444444,0.35304695077305087,0.39239596362155177
gpt2_medium,tomi_nli,21,42,0.51953125,0.535334584115072,0.49168797953964194,0.49206349206349204,0.525,0.5128205128205128,0.31465011142868127,0.3539693043622113
gpt2_medium,tomi_nli,21,43,0.51953125,0.535334584115072,0.49168797953964194,0.49206349206349204,0.525,0.5128205128205128,0.31465011142868127,0.3539693043622113
gpt2_medium,tomi_nli,21,44,0.51953125,0.535334584115072,0.49168797953964194,0.49206349206349204,0.525,0.5128205128205128,0.31465011142868127,0.3539693043622113
gpt2_medium,tomi_nli,22,42,0.5013020833333334,0.4727954971857411,0.48593350383631717,0.48253968253968255,0.45,0.42105263157894735,0.3550812943440496,0.384368311791639
gpt2_medium,tomi_nli,22,43,0.5013020833333334,0.4727954971857411,0.48593350383631717,0.48253968253968255,0.45,0.42105263157894735,0.3550812943440496,0.384368311791639
gpt2_medium,tomi_nli,22,44,0.5013020833333334,0.4727954971857411,0.48593350383631717,0.48253968253968255,0.45,0.42105263157894735,0.3550812943440496,0.384368311791639
gpt2_medium,tomi_nli,23,42,0.484375,0.5209505941213258,0.4846547314578005,0.45206349206349206,0.5,0.48717948717948717,0.3445150759852088,0.3690180821688368
gpt2_medium,tomi_nli,23,43,0.484375,0.5209505941213258,0.4846547314578005,0.45206349206349206,0.5,0.48717948717948717,0.3445150759852088,0.3690180821688368
gpt2_medium,tomi_nli,23,44,0.484375,0.5209505941213258,0.4846547314578005,0.45206349206349206,0.5,0.48717948717948717,0.3445150759852088,0.3690180821688368
gpt2_medium,truthfulqa_mc,0,42,0.53515625,0.589184826472962,0.5964487489911219,0.5391444713478611,0.6125,0.24390243902439024,0.3253651416718363,0.3019934632716758
gpt2_medium,truthfulqa_mc,0,43,0.53515625,0.589184826472962,0.5964487489911219,0.5391444713478611,0.6125,0.24390243902439024,0.3253651416718363,0.3019934632716758
gpt2_medium,truthfulqa_mc,0,44,0.53515625,0.589184826472962,0.5964487489911219,0.5391444713478611,0.6125,0.24390243902439024,0.3253651416718363,0.3019934632716758
gpt2_medium,truthfulqa_mc,1,42,0.568359375,0.5334947538337369,0.5004035512510088,0.47941888619854717,0.6875,0.32432432432432434,0.26757333757467305,0.2726320714800631
gpt2_medium,truthfulqa_mc,1,43,0.568359375,0.5334947538337369,0.5004035512510088,0.47941888619854717,0.6875,0.32432432432432434,0.26757333757467305,0.2726320714800631
gpt2_medium,truthfulqa_mc,1,44,0.568359375,0.5334947538337369,0.5004035512510088,0.47941888619854717,0.6875,0.32432432432432434,0.26757333757467305,0.2726320714800631
gpt2_medium,truthfulqa_mc,2,42,0.5390625,0.5343018563357546,0.5617433414043583,0.46166263115415657,0.65,0.3,0.257767601749232,0.2793555332588972
gpt2_medium,truthfulqa_mc,2,43,0.5390625,0.5343018563357546,0.5617433414043583,0.46166263115415657,0.65,0.3,0.257767601749232,0.2793555332588972
gpt2_medium,truthfulqa_mc,2,44,0.5390625,0.5343018563357546,0.5617433414043583,0.46166263115415657,0.65,0.3,0.257767601749232,0.2793555332588972
gpt2_medium,truthfulqa_mc,3,42,0.54296875,0.5560936238902341,0.5633575464083939,0.5238095238095237,0.675,0.3157894736842105,0.23298022535778387,0.2760768560473658
gpt2_medium,truthfulqa_mc,3,43,0.54296875,0.5560936238902341,0.5633575464083939,0.5238095238095237,0.675,0.3157894736842105,0.23298022535778387,0.2760768560473658
gpt2_medium,truthfulqa_mc,3,44,0.54296875,0.5560936238902341,0.5633575464083939,0.5238095238095237,0.675,0.3157894736842105,0.23298022535778387,0.2760768560473658
gpt2_medium,truthfulqa_mc,4,42,0.5498046875,0.5504439063761097,0.5794995964487489,0.5464083938660209,0.6625,0.2702702702702703,0.2703097494620346,0.2800846905499353
gpt2_medium,truthfulqa_mc,4,43,0.5498046875,0.5504439063761097,0.5794995964487489,0.5464083938660209,0.6625,0.2702702702702703,0.2703097494620346,0.2800846905499353
gpt2_medium,truthfulqa_mc,4,44,0.5498046875,0.5504439063761097,0.5794995964487489,0.5464083938660209,0.6625,0.2702702702702703,0.2703097494620346,0.2800846905499353
gpt2_medium,truthfulqa_mc,5,42,0.5810546875,0.5552865213882163,0.5544794188861986,0.526230831315577,0.7,0.3684210526315789,0.26003099193904394,0.26233067754779205
gpt2_medium,truthfulqa_mc,5,43,0.5810546875,0.5552865213882163,0.5544794188861986,0.526230831315577,0.7,0.3684210526315789,0.26003099193904394,0.26233067754779205
gpt2_medium,truthfulqa_mc,5,44,0.5810546875,0.5552865213882163,0.5544794188861986,0.526230831315577,0.7,0.3684210526315789,0.26003099193904394,0.26233067754779205
gpt2_medium,truthfulqa_mc,6,42,0.5224609375,0.5722356739305892,0.5835351089588378,0.5851493139628733,0.6875,0.358974358974359,0.21846313630476372,0.2515655710647178
gpt2_medium,truthfulqa_mc,6,43,0.5224609375,0.5722356739305892,0.5835351089588378,0.5851493139628733,0.6875,0.358974358974359,0.21846313630476372,0.2515655710647178
gpt2_medium,truthfulqa_mc,6,44,0.5224609375,0.5722356739305892,0.5835351089588378,0.5851493139628733,0.6875,0.358974358974359,0.21846313630476372,0.2515655710647178
gpt2_medium,truthfulqa_mc,7,42,0.46484375,0.5512510088781275,0.5706214689265536,0.5052461662631154,0.6875,0.358974358974359,0.23504606467996872,0.25796045702580434
gpt2_medium,truthfulqa_mc,7,43,0.46484375,0.5512510088781275,0.5706214689265536,0.5052461662631154,0.6875,0.358974358974359,0.23504606467996872,0.25796045702580434
gpt2_medium,truthfulqa_mc,7,44,0.46484375,0.5512510088781275,0.5706214689265536,0.5052461662631154,0.6875,0.358974358974359,0.23504606467996872,0.25796045702580434
